time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-05-24T22:33:51.670Z,37.3106667,-97.8396667,5.9,2.04,ml,11,230,0.06435,0.04,ismpkansas,ismpkansas70187748,2016-06-06T22:11:34.570Z,"16km E of Harper, Kansas",earthquake,0.57,0.54,0.207,20,reviewed,ismp,ismp
2016-05-24T22:32:55.120Z,34.9351667,-119.6108333,8.58,1.73,ml,24,71,0.1625,0.25,ci,ci37573912,2016-05-25T01:52:24.340Z,"24km SW of Maricopa, CA",earthquake,0.44,1.31,0.172,23,reviewed,ci,ci
2016-05-24T22:32:15.600Z,39.2983333,-112.1285,12.88,1.59,ml,11,73,0.08642,0.25,uu,uu60149177,2016-05-26T21:23:59.820Z,"31km WNW of Gunnison, Utah",earthquake,0.64,1.27,0.066,6,reviewed,uu,uu
2016-05-24T22:26:56.990Z,32.7843333,-115.4515,10.53,2.31,ml,27,144,0.0213,0.22,ci,ci37573904,2016-05-24T23:59:53.498Z,"7km WSW of Holtville, CA",earthquake,0.48,0.56,0.189,23,reviewed,ci,ci
2016-05-24T22:20:17.730Z,18.5643,145.2497,517.03,4.8,mb,,13,3.345,0.74,us,us20005xnp,2016-06-11T05:28:10.321Z,"49km WSW of Agrihan, Northern Mariana Islands",earthquake,9.8,5.4,0.037,226,reviewed,us,us
2016-05-24T21:55:37.000Z,61.8277,-149.4301,39.3,1.4,ml,,,,0.51,ak,ak13605851,2016-05-30T22:05:59.707Z,"13km NW of Fishhook, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-05-24T21:46:42.990Z,37.3127,-97.8408,5.9,2.5,ml,,189,0.066,0.25,us,us20005xn1,2016-06-11T01:01:10.527Z,"16km E of Harper, Kansas",earthquake,1.6,3.6,0.285,21,reviewed,ismp,ismp
2016-05-24T21:40:55.970Z,39.2565,-123.1396667,8.28,2.1,md,43,33,0.1352,0.06,nc,nc72641621,2016-06-01T02:06:01.720Z,"5km E of Redwood Valley, California",earthquake,0.15,0.55,0.204,28,reviewed,nc,nc
2016-05-24T21:22:02.020Z,49.3871667,-120.5046667,-0.53,2.03,ml,9,204,0.5849,0.56,uw,uw61143717,2016-05-24T21:37:14.310Z,"7km S of Princeton, Canada",explosion,3.93,31.61,0.039,5,reviewed,uw,uw
2016-05-24T21:18:46.870Z,46.9741667,-122.2106667,-1.03,1.35,ml,8,200,0.07999,0.09,uw,uw61143707,2016-05-24T22:39:53.860Z,"10km SE of Graham, Washington",explosion,0.74,31.61,0.144,20,reviewed,uw,uw
2016-05-24T21:15:48.000Z,61.6907,-149.6622,40.8,1.9,ml,,,,0.58,ak,ak13605739,2016-05-30T22:05:58.582Z,"8km NNW of Meadow Lakes, Alaska",earthquake,0.2,0.4,,,reviewed,ak,ak
2016-05-24T21:14:34.000Z,54.4763,-162.866,57.9,2.1,ml,,,,0.29,ak,ak13615097,2016-05-30T22:07:41.931Z,"54km SE of False Pass, Alaska",earthquake,0.9,0.7,,,reviewed,ak,ak
2016-05-24T21:04:56.530Z,38.8303333,-122.8023333,1.58,1.44,md,41,40,0.009195,0.04,nc,nc72641601,2016-06-02T19:20:01.174Z,"6km W of Cobb, California",earthquake,0.15,0.23,0.309,14,reviewed,nc,nc
2016-05-24T21:03:17.620Z,0.4694,-79.7804,10,4.6,mb,,94,1.349,0.81,us,us20005xme,2016-06-10T23:56:55.641Z,"31km ESE of Muisne, Ecuador",earthquake,6.9,1.8,0.07,61,reviewed,us,us
2016-05-24T20:57:08.900Z,32.7885,-115.4551667,9.29,2.1,ml,28,79,0.0182,0.21,ci,ci37573808,2016-05-24T21:55:19.878Z,"7km WSW of Holtville, CA",earthquake,0.37,0.59,0.14,24,reviewed,ci,ci
2016-05-24T20:49:07.000Z,53.6306,-164.2768,25.1,2,ml,,,,0.65,ak,ak13615096,2016-05-30T22:07:40.945Z,"113km ESE of Akutan, Alaska",earthquake,0.8,1,,,reviewed,ak,ak
2016-05-24T20:45:42.340Z,41.892,-122.0171667,16.39,2.09,md,10,182,0.3074,0.05,nc,nc72641596,2016-05-25T20:13:29.590Z,"43km ENE of Montague, California",earthquake,0.51,1.92,0.264,10,reviewed,nc,nc
2016-05-24T20:39:31.680Z,-8.7308,125.5808,163.42,4.1,mb,,132,1.648,1.45,us,us20005z7v,2016-06-15T18:04:50.357Z,"1km E of Aileu, East Timor",earthquake,12.9,10.4,0.214,6,reviewed,us,us
2016-05-24T20:28:36.000Z,60.6746,-150.9682,45.7,1.5,ml,,,,0.62,ak,ak13605734,2016-05-30T22:05:55.244Z,"17km E of Nikiski, Alaska",earthquake,0.3,0.5,,,reviewed,ak,ak
2016-05-24T20:10:57.600Z,36.4692,-98.7531,7.037,2.8,ml,,75,,0.68,us,us20005xm1,2016-06-15T17:17:58.219Z,"33km NW of Fairview, Oklahoma",earthquake,1.5,4.6,,,reviewed,tul,tul
2016-05-24T20:08:19.000Z,62.5522,-137.1781,2.6,1.2,ml,,,,0.53,ak,ak13615094,2016-05-30T22:07:35.412Z,"132km SSW of Mayo, Canada",earthquake,0.6,0.5,,,reviewed,ak,ak
2016-05-24T20:03:02.940Z,35.6905,-121.246,5.51,1.08,md,24,176,0.02778,0.14,nc,nc72641566,2016-05-25T01:20:04.147Z,"7km NW of San Simeon, California",earthquake,0.38,0.4,0.194,12,reviewed,nc,nc
2016-05-24T19:58:02.580Z,35.0481667,-118.3233333,-1.01,1.01,ml,16,78,0.05935,0.15,ci,ci37573752,2016-05-24T20:37:20.218Z,"14km W of Mojave, CA",quarry blast,0.31,31.61,0.157,9,reviewed,ci,ci
2016-05-24T19:54:17.770Z,-20.8196,-178.7491,578.24,4.5,mb,,104,8.422,0.82,us,us20005xlz,2016-06-15T17:07:56.381Z,"19km SSW of Ndoi Island, Fiji",earthquake,10.5,5.1,0.07,59,reviewed,us,us
2016-05-24T19:48:39.030Z,37.5501667,-118.8195,11.44,1.15,md,23,89,0.04052,0.04,nc,nc72641556,2016-05-24T23:03:03.859Z,"17km SE of Mammoth Lakes, California",earthquake,0.31,0.55,0.276,19,reviewed,nc,nc
2016-05-24T19:46:26.170Z,40.1236667,-123.0791667,36.41,2,md,26,64,0.2449,0.07,nc,nc72641551,2016-06-02T19:19:58.174Z,"39km NNE of Covelo, California",earthquake,0.3,1.05,0.201,25,reviewed,nc,nc
2016-05-24T19:44:44.920Z,34.3605,-116.4651667,9.03,1.24,ml,29,63,0.09703,0.18,ci,ci37573728,2016-05-24T20:25:24.984Z,"28km N of Yucca Valley, CA",earthquake,0.3,0.54,0.123,18,reviewed,ci,ci
2016-05-24T19:41:12.910Z,35.4351667,-121.0343333,4.63,2.52,md,69,178,0.05358,0.12,nc,nc72641546,2016-06-02T19:19:55.174Z,"12km W of Cayucos, California",earthquake,0.19,0.32,0.165,61,reviewed,nc,nc
2016-05-24T19:38:20.000Z,53.4586,-163.5328,26,2.2,ml,,,,0.47,ak,ak13615093,2016-05-30T22:07:34.649Z,"155km S of False Pass, Alaska",earthquake,1.6,15,,,reviewed,ak,ak
2016-05-24T19:35:15.880Z,32.7715,-116.8938333,-0.39,1.08,ml,11,114,0.05437,0.31,ci,ci37573704,2016-05-24T20:15:26.401Z,"5km NE of Rancho San Diego, CA",quarry blast,0.59,31.61,0.117,9,reviewed,ci,ci
2016-05-24T19:34:21.000Z,60.0519,-143.0197,18.9,1.5,ml,,,,0.66,ak,ak13605699,2016-05-30T22:06:04.726Z,"32km W of Cape Yakataga, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-05-24T19:18:28.970Z,35.437,-121.0335,4.96,2.44,md,68,178,0.05206,0.11,nc,nc72641531,2016-06-02T19:19:52.173Z,"12km W of Cayucos, California",earthquake,0.18,0.3,0.166,61,reviewed,nc,nc
2016-05-24T19:18:20.000Z,51.6903,-175.8377,56.9,2,ml,,,,0.35,ak,ak13605698,2016-05-30T22:05:57.921Z,"60km ESE of Adak, Alaska",earthquake,1.9,1.1,,,reviewed,ak,ak
2016-05-24T19:15:31.290Z,35.436,-121.0361667,4.82,3.08,ml,87,178,0.05445,0.1,nc,nc72641526,2016-06-15T17:04:01.339Z,"13km W of Cayucos, California",earthquake,0.16,0.29,0.16,24,reviewed,nc,nc
2016-05-24T18:58:41.000Z,18.9811,-65.0105,13,2.2,Md,4,288,0.62792238,0.11,pr,pr16145005,2016-05-24T20:55:09.381Z,"71km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.3,2.3,0,2,reviewed,pr,pr
2016-05-24T18:54:33.900Z,18.3141,-67.2605,22,3.7,Ml,21,133.2,0.14552708,0.2,pr,pr16145004,2016-06-14T22:18:56.342Z,"1km WSW of Stella, Puerto Rico",earthquake,0.5,1.1,0,18,reviewed,pr,pr
2016-05-24T18:48:47.193Z,38.7921,-117.9092,5.6,1.6,ml,12,102.96,0.297,0.1418,nn,nn00545356,2016-05-24T19:40:28.819Z,"8km S of Gabbs, Nevada",earthquake,,4.2,0.26,5,reviewed,nn,nn
2016-05-24T18:41:17.220Z,37.9215,-121.9556667,-0.19,1.31,md,13,74,0.02867,0.09,nc,nc72641521,2016-05-25T01:07:06.979Z,"2km SW of Quarry near Clayton, CA",quarry blast,0.27,31.61,0.349,10,reviewed,nc,nc
2016-05-24T18:40:56.310Z,-7.3559,156.001,10,4.3,mb,,151,4.419,0.39,us,us20005z7p,2016-06-14T22:17:01.828Z,"100km SW of Chirovanga, Solomon Islands",earthquake,11.2,1.9,0.267,4,reviewed,us,us
2016-05-24T18:11:01.960Z,38.8226662,-122.8003311,-0.81,1,md,11,124,0.01519,0.13,nc,nc72641511,2016-05-24T19:39:03.306Z,"6km W of Cobb, California",earthquake,0.89,1.71,0.04,3,automatic,nc,nc
2016-05-24T18:08:38.000Z,62.5158,-150.9108,77.6,1.2,ml,,,,0.5,ak,ak13615090,2016-05-30T22:07:34.061Z,"46km WNW of Talkeetna, Alaska",earthquake,0.3,0.7,,,reviewed,ak,ak
2016-05-24T18:04:21.630Z,40.5105,-124.2146667,19.2,1.56,md,15,134,0.09996,0.08,nc,nc72641506,2016-05-26T03:09:04.980Z,"8km SSE of Ferndale, California",earthquake,0.41,0.5,0.379,12,reviewed,nc,nc
2016-05-24T18:00:54.300Z,38.6112,142.0328,50.05,4.1,mb,,174,1.227,0.65,us,us20005z7n,2016-06-15T20:56:11.068Z,"58km SSE of Ofunato, Japan",earthquake,8.6,11.9,0.301,4,reviewed,us,us
2016-05-24T18:00:30.000Z,64.4015,-152.4729,12.7,1.8,ml,,,,0.64,ak,ak13605668,2016-05-30T22:06:04.057Z,"87km SSW of Tanana, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-05-24T17:53:03.000Z,59.2349,-153.655,109.3,1.8,ml,,,,0.28,ak,ak13615088,2016-05-30T22:07:32.819Z,"91km SE of Old Iliamna, Alaska",earthquake,0.6,0.3,,,reviewed,ak,ak
2016-05-24T17:52:03.880Z,37.5998,57.5631,29.22,4.8,mb,,80,0.548,1.42,us,us10005jn8,2016-06-14T22:04:44.537Z,"24km NE of Bojnurd, Iran",earthquake,3.9,4.5,0.049,129,reviewed,us,us
2016-05-24T17:47:10.000Z,63.644,-149.7207,121,1.4,ml,,,,0.35,ak,ak13605666,2016-05-30T22:07:17.550Z,"44km WSW of Healy, Alaska",earthquake,0.6,0.6,,,reviewed,ak,ak
2016-05-24T17:43:28.670Z,14.0889,45.3292,10,4.9,mb,,90,3.511,0.93,us,us10005jn7,2016-06-14T21:57:56.148Z,"12km W of Dhi Na`im, Yemen",earthquake,5.8,1.8,0.055,104,reviewed,us,us
2016-05-24T17:40:24.000Z,61.6443,-146.7955,19.8,2.1,ml,,,,0.56,ak,ak13605659,2016-05-30T22:06:06.252Z,"62km NNW of Valdez, Alaska",earthquake,0.1,0.3,,,reviewed,ak,ak
2016-05-24T17:15:29.000Z,63.5207,-149.5331,99.6,1.1,ml,,,,0.43,ak,ak13615085,2016-05-30T22:07:40.294Z,"32km WNW of Cantwell, Alaska",earthquake,0.5,0.5,,,reviewed,ak,ak
2016-05-24T17:14:16.000Z,61.2242,-151.3557,71.8,1.5,ml,,,,0.45,ak,ak13605638,2016-05-30T22:06:05.477Z,"59km N of Nikiski, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-05-24T17:11:30.490Z,36.5618333,-121.1536667,3.53,1.49,md,20,102,0.09335,0.09,nc,nc72641501,2016-06-01T01:41:01.649Z,"21km NE of Soledad, California",earthquake,0.28,1.62,0.282,18,reviewed,nc,nc
2016-05-24T17:03:57.000Z,59.5152,-153.4686,106.1,1.6,ml,,,,0.25,ak,ak13615083,2016-05-30T22:07:32.155Z,"85km ESE of Old Iliamna, Alaska",earthquake,0.9,0.8,,,reviewed,ak,ak
2016-05-24T16:56:02.000Z,59.8093,-153.0447,97.5,1.4,ml,,,,0.18,ak,ak13615082,2016-05-30T22:07:31.441Z,"68km W of Anchor Point, Alaska",earthquake,0.8,0.7,,,reviewed,ak,ak
2016-05-24T16:48:22.000Z,64.9696,-147.3823,0,1.2,ml,,,,0.68,ak,ak13605635,2016-05-30T22:06:07.581Z,"20km NNE of Badger, Alaska",earthquake,0.2,,,,reviewed,ak,ak
2016-05-24T16:47:06.000Z,59.9588,-151.5505,57.7,1.2,ml,,,,0.25,ak,ak13615080,2016-05-30T22:07:30.456Z,"25km NE of Anchor Point, Alaska",earthquake,0.8,0.8,,,reviewed,ak,ak
2016-05-24T16:44:54.054Z,40.6345,-119.4873,3,1.2,ml,5,163.53,0.074,0.1012,nn,nn00545330,2016-05-24T17:34:09.135Z,"10km WNW of Gerlach-Empire, Nevada",earthquake,6.36,15.3,0.45,4,reviewed,nn,nn
2016-05-24T16:41:51.900Z,19.3928333,-155.2796667,2.183,1.88,ml,23,52,0.00622,0.07,hv,hv61271776,2016-05-24T17:17:21.620Z,"6km SW of Volcano, Hawaii",earthquake,0.15,0.16,0.234,14,reviewed,hv,hv
2016-05-24T16:35:21.450Z,-2.798,-78.7719,90.94,4.7,mb,,79,3.032,0.8,us,us10005jmp,2016-06-16T19:53:06.591Z,"9km SE of Azogues, Ecuador",earthquake,8.4,5.6,0.032,303,reviewed,us,us
2016-05-24T16:27:19.800Z,35.1381667,-118.2165,4.6,1.07,ml,11,142,0.1645,0.2,ci,ci37573624,2016-05-24T18:00:42.798Z,"10km NNW of Mojave, CA",earthquake,0.45,1.21,0.081,9,reviewed,ci,ci
2016-05-24T16:11:49.970Z,33.5101667,-116.5603333,13.91,1,ml,33,70,0.03823,0.11,ci,ci37573616,2016-05-24T18:16:22.870Z,"12km ESE of Anza, CA",earthquake,0.16,0.25,0.165,21,reviewed,ci,ci
2016-05-24T15:54:21.000Z,63.2003,-150.7216,130.6,1.3,ml,,,,0.51,ak,ak13615078,2016-05-30T22:07:39.476Z,"91km WSW of Cantwell, Alaska",earthquake,0.6,0.5,,,reviewed,ak,ak
2016-05-24T15:44:16.872Z,38.4281,-116.4583,1.8,1.7,ml,9,150.41,0.689,0.1508,nn,nn00545303,2016-05-24T17:32:33.647Z,"27km NNW of Warm Springs, Nevada",earthquake,5.16,4.7,0.3,4,reviewed,nn,nn
2016-05-24T15:38:08.460Z,-39.5766,176.943,8.17,4.4,mb,,107,0.538,0.67,us,us20005z7l,2016-06-16T19:50:06.539Z,"9km ESE of Taradale, New Zealand",earthquake,3.8,4.9,0.138,15,reviewed,us,us
2016-05-24T15:29:22.250Z,37.4584,-117.0279,0,1.3,ml,27,65.47,0.244,0.1474,nn,nn00545302,2016-05-25T15:46:40.894Z,"33km SSE of Goldfield, Nevada",earthquake,,0,0.34,12,reviewed,nn,nn
2016-05-24T15:24:58.000Z,63.3786,-151.7274,8.8,1,ml,,,,0.74,ak,ak13605628,2016-05-30T22:06:08.379Z,"138km W of Cantwell, Alaska",earthquake,0.1,0.1,,,reviewed,ak,ak
2016-05-24T15:24:01.000Z,51.3861,-173.9802,34.7,2.2,ml,,,,0.62,ak,ak13615074,2016-05-30T22:07:38.761Z,"91km S of Atka, Alaska",earthquake,1.4,2.7,,,reviewed,ak,ak
2016-05-24T15:22:56.000Z,63.3457,-151.6784,10.9,1.4,ml,,,,0.83,ak,ak13605626,2016-05-30T22:06:10.554Z,"136km W of Cantwell, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-05-24T15:17:10.894Z,38.7944,-117.9157,9.1,1.9,ml,13,102.78,0.292,0.1509,nn,nn00545300,2016-05-25T15:46:34.533Z,"8km S of Gabbs, Nevada",earthquake,,3.5,0.29,4,reviewed,nn,nn
2016-05-24T14:56:56.622Z,41.9544,-119.6676,0,1.3,ml,5,206.4,0.092,0.1519,nn,nn00545321,2016-05-24T17:33:31.758Z,"61km ESE of Lakeview, Oregon",earthquake,8.33,3.4,0.46,3,reviewed,nn,nn
2016-05-24T14:45:58.000Z,58.9611,-152.7563,66.7,1.9,ml,,,,0.59,ak,ak13605624,2016-05-30T22:05:56.071Z,"102km SW of Homer, Alaska",earthquake,0.5,0.4,,,reviewed,ak,ak
2016-05-24T14:36:43.300Z,19.1555,-64.12,126,3.6,Md,10,324,1.02497774,0.36,pr,pr16145003,2016-05-24T15:55:48.040Z,"97km NNE of Road Town, British Virgin Islands",earthquake,9.6,6.8,0,10,reviewed,pr,pr
2016-05-24T14:29:55.000Z,55.5168,-160.0091,64.2,1.7,ml,,,,0.35,ak,ak13615070,2016-05-30T22:07:29.638Z,"36km ENE of Sand Point, Alaska",earthquake,1.3,0.5,,,reviewed,ak,ak
2016-05-24T14:15:50.000Z,60.4985,-146.9555,12.7,1.1,ml,,,,0.57,ak,ak13605622,2016-05-30T22:07:04.716Z,"65km W of Cordova, Alaska",earthquake,0.5,0.4,,,reviewed,ak,ak
2016-05-24T14:12:36.000Z,61.8289,-147.5974,26.1,1.4,ml,,,,0.77,ak,ak13605620,2016-05-30T22:06:09.920Z,"66km E of Sutton-Alpine, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-05-24T13:55:32.000Z,62.5671,-148.3716,54.1,1.1,ml,,,,0.31,ak,ak13605618,2016-05-30T22:07:15.881Z,"88km ENE of Y, Alaska",earthquake,0.4,0.7,,,reviewed,ak,ak
2016-05-24T13:51:12.000Z,54.3229,-162.7935,74.6,2.1,ml,,,,0.76,ak,ak13615064,2016-05-30T22:07:28.409Z,"71km SE of False Pass, Alaska",earthquake,2.6,1.9,,,reviewed,ak,ak
2016-05-24T13:50:56.480Z,37.293,-98.8681,5,2.6,mb_lg,,166,0.597,0.32,us,us10005jle,2016-06-16T19:46:09.315Z,"25km W of Medicine Lodge, Kansas",earthquake,2.2,2,0.072,50,reviewed,us,us
2016-05-24T13:46:09.030Z,39.9826667,-122.6885,9.51,2.88,md,11,74,0.05795,0.05,nc,nc72641466,2016-05-26T05:22:02.264Z,"24km W of Rancho Tehama Reserve, California",earthquake,0.38,0.41,0.165,57,reviewed,nc,nc
2016-05-24T13:42:24.000Z,60.1251,-141.2942,0,1.3,ml,,,,0.56,ak,ak13605616,2016-05-30T22:06:12.211Z,"63km E of Cape Yakataga, Alaska",earthquake,0.5,,,,reviewed,ak,ak
2016-05-24T13:25:18.674Z,41.9507,-119.6655,2.5,1.8,ml,5,115.83,0.093,0.1831,nn,nn00545293,2016-05-24T17:32:13.425Z,"62km ESE of Lakeview, Oregon",earthquake,5.2,3.9,0.46,5,reviewed,nn,nn
2016-05-24T13:15:28.350Z,38.817,-122.7823333,1.64,1.16,md,40,36,0.003951,0.06,nc,nc72641456,2016-05-26T19:30:04.355Z,"4km NNW of The Geysers, California",earthquake,0.11,0.15,0.18,11,reviewed,nc,nc
2016-05-24T13:15:05.000Z,60.2479,-141.3071,0,1.3,ml,,,,0.51,ak,ak13605615,2016-05-30T22:06:11.399Z,"65km ENE of Cape Yakataga, Alaska",earthquake,0.3,,,,reviewed,ak,ak
2016-05-24T12:47:05.000Z,63.1326,-150.2622,6.5,3.1,ml,,,,0.63,ak,ak13605605,2016-06-06T22:47:03.039Z,"71km WSW of Cantwell, Alaska",earthquake,0.1,0.2,,,reviewed,ak,ak
2016-05-24T12:46:15.000Z,53.4666,-169.0604,161.6,2.3,ml,,,,0.42,ak,ak13615060,2016-06-06T22:46:53.837Z,"60km NNW of Nikolski, Alaska",earthquake,5,1,,,reviewed,ak,ak
2016-05-24T12:34:33.080Z,37.6235,-122.5148333,7.7,1.2,md,23,184,0.03458,0.08,nc,nc72641431,2016-05-25T04:27:03.610Z,"2km WNW of Pacifica, California",earthquake,0.41,0.26,0.1,17,reviewed,nc,nc
2016-05-24T12:02:19.060Z,36.0176667,-117.6851667,1.92,1.54,ml,24,90,0.06536,0.15,ci,ci37573472,2016-05-24T17:01:58.965Z,"22km ENE of Little Lake, CA",earthquake,0.21,0.26,0.152,19,reviewed,ci,ci
2016-05-24T11:33:22.020Z,33.3836667,-116.9665,5.32,1.69,ml,50,52,0.05491,0.21,ci,ci37573448,2016-05-24T13:17:21.830Z,"10km WNW of Palomar Observatory, CA",earthquake,0.2,0.8,0.098,26,reviewed,ci,ci
2016-05-24T11:32:06.430Z,33.3838333,-116.9675,6.24,1.53,ml,44,52,0.05407,0.19,ci,ci37573440,2016-05-26T20:01:31.140Z,"10km WNW of Palomar Observatory, CA",earthquake,0.19,0.61,0.096,24,reviewed,ci,ci
2016-05-24T11:26:40.000Z,51.454,-176.1241,7.1,1.5,ml,,,,0.26,ak,ak13615058,2016-05-30T22:07:27.608Z,"60km SE of Adak, Alaska",earthquake,1.1,1.4,,,reviewed,ak,ak
2016-05-24T11:25:37.000Z,51.5506,-179.0716,41.3,1.9,ml,,,,0.39,ak,ak13615057,2016-05-30T22:07:26.521Z,"32km N of Amatignak Island, Alaska",earthquake,7,2.4,,,reviewed,ak,ak
2016-05-24T11:19:10.000Z,52.632,-166.5734,9.4,1.7,ml,,,,0.28,ak,ak13605581,2016-05-24T20:40:01.831Z,"138km S of Unalaska, Alaska",earthquake,5.8,4.7,,,reviewed,ak,ak
2016-05-24T11:15:56.000Z,62.5915,-151.0399,85.5,2.4,ml,,,,0.56,ak,ak13605576,2016-06-06T22:46:56.383Z,"56km WNW of Talkeetna, Alaska",earthquake,0.2,0.4,,,reviewed,ak,ak
2016-05-24T11:07:36.000Z,64.7961,-149.4182,23.4,1.2,ml,,,,0.46,ak,ak13605573,2016-06-06T22:45:53.113Z,"28km NNW of North Nenana, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-05-24T10:56:05.000Z,63.8217,-149.2772,118.2,1.3,ml,,,,0.45,ak,ak13615053,2016-05-30T22:07:25.816Z,"15km WSW of Healy, Alaska",earthquake,0.6,0.6,,,reviewed,ak,ak
2016-05-24T10:53:01.870Z,33.7073333,-116.8156667,16.01,1.07,ml,41,43,0.08165,0.15,ci,ci37573432,2016-05-24T13:17:17.756Z,"8km ESE of Valle Vista, CA",earthquake,0.21,0.37,0.174,26,reviewed,ci,ci
2016-05-24T10:43:01.100Z,38.7955,-122.7383333,1.31,1.27,md,44,49,0.01231,0.07,nc,nc72641421,2016-06-02T19:19:46.173Z,"2km NE of The Geysers, California",earthquake,0.14,0.23,0.184,13,reviewed,nc,nc
2016-05-24T10:38:55.610Z,39.1866667,-123.4978333,-0.35,1.52,md,11,82,0.1047,0.09,nc,nc72641416,2016-05-31T20:54:01.321Z,"22km NNW of Boonville, California",earthquake,0.33,3.89,0.122,11,reviewed,nc,nc
2016-05-24T10:37:50.680Z,36.6793333,-121.3038333,3.6,1.68,md,31,83,0.02769,0.07,nc,nc72641411,2016-06-02T19:19:40.173Z,"15km SSE of Ridgemark, California",earthquake,0.18,0.45,0.263,30,reviewed,nc,nc
2016-05-24T10:18:02.130Z,33.182,75.9009,48.78,4.1,mb,,264,2.25,1.03,us,us10005jjq,2016-05-24T12:36:27.334Z,"19km SE of Kishtwar, India",earthquake,12.5,10.8,0.174,9,reviewed,us,us
2016-05-24T10:16:28.180Z,34.0461667,-117.24,13.99,1.26,ml,53,30,0.1242,0.19,ci,ci37573424,2016-05-24T13:17:21.839Z,"2km E of Loma Linda, CA",earthquake,0.24,0.52,0.118,29,reviewed,ci,ci
2016-05-24T10:02:40.000Z,57.1274,-155.042,53.8,2.2,ml,,,,0.25,ak,ak13605569,2016-05-30T22:07:25.685Z,"78km SW of Larsen Bay, Alaska",earthquake,0.6,1.3,,,reviewed,ak,ak
2016-05-24T10:01:34.000Z,62.8755,-150.5901,93.4,1,ml,,,,0.44,ak,ak13615049,2016-05-30T22:07:08.548Z,"66km NNW of Talkeetna, Alaska",earthquake,0.4,0.7,,,reviewed,ak,ak
2016-05-24T09:56:16.000Z,59.9484,-141.6346,12,1.2,ml,,,,0.53,ak,ak13605568,2016-06-06T22:47:04.115Z,"46km ESE of Cape Yakataga, Alaska",earthquake,0.6,0.3,,,reviewed,ak,ak
2016-05-24T09:56:02.960Z,19.1056667,-155.4478333,28.765,1.68,md,31,189,0.05129,0.08,hv,hv61271576,2016-05-24T18:20:19.790Z,"11km SSE of Pahala, Hawaii",earthquake,0.69,1.17,0.084,17,reviewed,hv,hv
2016-05-24T09:48:03.600Z,40.1104,141.9845,35,4.6,mb,,144,1.206,0.89,us,us10005jjh,2016-05-24T12:02:21.818Z,"52km N of Miyako, Japan",earthquake,4.1,2,0.062,77,reviewed,us,us
2016-05-24T09:34:19.070Z,37.0858333,-97.9965,5.8,2.04,ml,16,84,0.08736,0.02,ismpkansas,ismpkansas70187693,2016-06-06T22:15:22.480Z,"8km SSE of Anthony, Kansas",earthquake,0.13,0.78,0.12,20,reviewed,ismp,ismp
2016-05-24T09:32:50.000Z,63.2557,-150.4205,117.1,1.1,ml,,,,0.44,ak,ak13615047,2016-05-30T22:07:24.893Z,"75km W of Cantwell, Alaska",earthquake,0.6,1,,,reviewed,ak,ak
2016-05-24T09:29:22.000Z,63.1963,-150.7604,133.1,1.2,ml,,,,0.37,ak,ak13615046,2016-05-30T22:07:24.146Z,"93km WSW of Cantwell, Alaska",earthquake,1.1,1.1,,,reviewed,ak,ak
2016-05-24T09:16:03.710Z,44.6066667,-122.7551667,15.6,1.64,ml,11,110,0.1871,0.32,uw,uw61143417,2016-05-24T16:53:59.100Z,"14km ENE of Lebanon, Oregon",earthquake,0.75,2.52,0.229,10,reviewed,uw,uw
2016-05-24T09:08:33.780Z,33.357,-116.3423333,10.18,1.55,ml,53,55,0.1085,0.21,ci,ci37573416,2016-05-24T13:17:53.214Z,"12km NNE of Borrego Springs, CA",earthquake,0.24,0.59,0.117,27,reviewed,ci,ci
2016-05-24T09:08:11.670Z,33.3563333,-116.3468333,10.96,1.66,ml,57,55,0.1058,0.22,ci,ci37573408,2016-05-24T13:18:28.320Z,"12km NNE of Borrego Springs, CA",earthquake,0.23,0.45,0.19,25,reviewed,ci,ci
2016-05-24T09:07:13.000Z,59.769,-153.1526,99.7,1.7,ml,,,,0.41,ak,ak13605567,2016-05-30T22:05:54.448Z,"74km W of Anchor Point, Alaska",earthquake,0.4,0.3,,,reviewed,ak,ak
2016-05-24T08:44:01.170Z,46.8276667,-121.7735,-2.01,1.11,ml,12,125,0.02676,0.11,uw,uw61143397,2016-05-24T16:46:54.380Z,"25km NNW of Packwood, Washington",earthquake,0.28,0.57,0.172,6,reviewed,uw,uw
2016-05-24T08:42:50.000Z,51.5952,-178.8217,63,1.8,ml,,,,0.15,ak,ak13615044,2016-05-30T22:07:07.779Z,"42km NNE of Amatignak Island, Alaska",earthquake,7.9,2.4,,,reviewed,ak,ak
