time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-06-13T12:48:57.000Z,60.692,-152.849,121.3,1.4,ml,,,,0.43,ak,ak13653803,2016-06-17T01:03:12.005Z,"23km NNW of Redoubt Volcano, Alaska",earthquake,0.7,1.2,,,reviewed,ak,ak
2016-06-13T12:47:04.690Z,38.756,-122.7131667,1.18,1.09,md,38,43,0.01071,0.09,nc,nc72651021,2016-06-15T00:49:05.277Z,"4km ESE of The Geysers, California",earthquake,0.13,0.22,0.226,9,reviewed,nc,nc
2016-06-13T12:32:01.840Z,44.7318333,-111.7615,11.61,1.37,ml,18,72,0.068,0.13,mb,mb80153734,2016-06-13T14:02:37.320Z,"52km W of West Yellowstone, Montana",earthquake,0.51,0.35,0.162,7,reviewed,mb,mb
2016-06-13T12:31:09.000Z,60.1633,-141.3605,0,1.4,ml,,,,0.66,ak,ak13644315,2016-06-17T01:02:33.512Z,"60km E of Cape Yakataga, Alaska",earthquake,0.3,,,,reviewed,ak,ak
2016-06-13T12:24:19.000Z,38.8201675,-122.8016663,2.86,1.04,md,23,81,0.01316,0.03,nc,nc72651016,2016-06-13T12:43:03.782Z,"6km W of Cobb, California",earthquake,0.25,0.49,0.03,6,automatic,nc,nc
2016-06-13T12:21:40.461Z,41.8761,-119.6282,9.5,1.4,ml,6,121.59,0.146,0.1741,nn,nn00547851,2016-06-14T02:36:29.800Z,"68km ESE of Lakeview, Oregon",earthquake,,3.7,0.3,4,reviewed,nn,nn
2016-06-13T12:19:20.210Z,33.4568333,-116.4543333,10.09,1.27,ml,52,58,0.07057,0.17,ci,ci37385407,2016-06-17T02:19:57.420Z,"23km ESE of Anza, CA",earthquake,0.17,0.29,0.151,51,reviewed,ci,ci
2016-06-13T12:16:15.550Z,44.7228333,-111.7371667,10.53,2.35,ml,10,195,0.051,0.15,mb,mb80153779,2016-06-13T22:20:10.210Z,"50km W of West Yellowstone, Montana",earthquake,1.52,0.56,0.1,3,reviewed,mb,mb
2016-06-13T12:14:45.000Z,60.7027,-146.7237,20.4,1,ml,,,,0.54,ak,ak13653801,2016-06-17T01:03:35.371Z,"51km SSW of Valdez, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-06-13T12:14:39.050Z,44.7301667,-111.7636667,9.95,4.34,ml,60,60,0.07,0.27,mb,mb80153724,2016-06-13T15:04:46.040Z,"52km W of West Yellowstone, Montana",earthquake,0.34,0.75,0.351,29,reviewed,mb,mb
2016-06-13T11:58:17.000Z,60.187,-141.27,0,1,ml,,,,0.73,ak,ak13644132,2016-06-17T01:02:41.632Z,"65km ENE of Cape Yakataga, Alaska",earthquake,0.3,,,,reviewed,ak,ak
2016-06-13T11:52:08.920Z,36.4596,-98.758,8.73,3.2,mb_lg,,23,0.022,0.52,us,us2000642k,2016-06-13T12:04:34.559Z,"32km NW of Fairview, Oklahoma",earthquake,2.2,3.6,0.053,92,reviewed,us,us
2016-06-13T11:40:09.270Z,37.4691667,-118.815,5.74,2.44,md,39,120,0.07652,0.05,nc,nc72650991,2016-06-16T02:08:03.483Z,"24km SE of Mammoth Lakes, California",earthquake,0.23,0.71,0.264,34,reviewed,nc,nc
2016-06-13T11:14:21.110Z,33.475,-116.481,10.93,1.04,ml,40,91,0.06682,0.19,ci,ci37385359,2016-06-14T17:10:06.970Z,"20km ESE of Anza, CA",earthquake,0.24,0.47,0.171,25,reviewed,ci,ci
2016-06-13T11:05:09.000Z,63.9498,-148.8159,112.5,1.1,ml,,,,0.63,ak,ak13653798,2016-06-17T01:03:11.343Z,"12km NE of Healy, Alaska",earthquake,1,0.9,,,reviewed,ak,ak
2016-06-13T10:55:05.000Z,54.7296,-164.2487,134.4,2.8,ml,,,,0.4,ak,ak13643946,2016-06-17T01:05:51.156Z,"55km WSW of False Pass, Alaska",earthquake,2.3,0.5,,,reviewed,ak,ak
2016-06-13T10:54:33.000Z,61.7893,-149.9109,14.1,1.6,ml,,,,0.87,ak,ak13643944,2016-06-17T01:02:35.008Z,"8km NE of Willow, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-06-13T10:44:10.320Z,26.9489,130.3017,10,4.7,mb,,113,1.815,0.57,us,us2000642h,2016-06-13T11:31:30.728Z,"176km SSE of Naze, Japan",earthquake,7.9,1.2,0.082,45,reviewed,us,us
2016-06-13T10:41:48.110Z,33.4661667,-116.484,12.75,1.25,ml,50,76,0.07505,0.19,ci,ci37385335,2016-06-14T17:09:55.292Z,"20km ESE of Anza, CA",earthquake,0.23,0.39,0.176,27,reviewed,ci,ci
2016-06-13T10:36:44.290Z,11.7631,-87.3888,34.14,4.7,mb,,156,0.984,1.31,us,us2000642e,2016-06-13T12:17:21.647Z,"82km SSW of Corinto, Nicaragua",earthquake,6.1,6.8,0.045,152,reviewed,us,us
2016-06-13T10:29:17.680Z,34.1876667,-117.622,2.96,1,ml,33,47,0.05934,0.16,ci,ci37385327,2016-06-14T17:10:15.590Z,"8km NNW of Rancho Cucamonga, CA",earthquake,0.21,0.64,0.242,29,reviewed,ci,ci
2016-06-13T10:17:06.850Z,-8.7437,160.5462,57.07,4.8,mb,,105,0.909,1.23,us,us2000642a,2016-06-13T11:25:18.520Z,"17km W of Auki, Solomon Islands",earthquake,9.9,7,0.066,70,reviewed,us,us
2016-06-13T10:13:52.000Z,51.8756,-169.5317,28.1,2.4,ml,,,,0.63,ak,ak13653795,2016-06-17T01:03:10.614Z,"115km SE of Yunaska Island, Alaska",earthquake,1.9,3.5,,,reviewed,ak,ak
2016-06-13T10:07:52.000Z,51.8223,-173.2715,44.9,2.1,ml,,,,0.42,ak,ak13653793,2016-06-17T01:03:34.573Z,"76km ESE of Atka, Alaska",earthquake,4.6,5.5,,,reviewed,ak,ak
2016-06-13T10:04:06.000Z,60.0998,-153.0374,120,1.5,ml,,,,0.43,ak,ak13653792,2016-06-17T22:34:39.079Z,"45km SSW of Redoubt Volcano, Alaska",earthquake,1.1,0.5,,,reviewed,ak,ak
2016-06-13T09:28:25.790Z,37.7646667,-122.3433333,14.91,1.56,md,48,54,0.04555,0.08,nc,nc72650936,2016-06-16T01:53:03.439Z,"6km E of San Francisco, California",earthquake,0.18,0.28,0.254,33,reviewed,nc,nc
2016-06-13T09:21:53.980Z,32.7575,-116.1681667,7.26,1.5,ml,47,105,0.06891,0.21,ci,ci37385263,2016-06-17T19:12:23.000Z,"16km W of Ocotillo, CA",earthquake,0.24,0.59,0.13,24,reviewed,ci,ci
2016-06-13T09:01:52.860Z,32.5776667,-115.6816667,5.37,1.39,ml,12,208,0.08081,0.15,ci,ci37385247,2016-06-14T17:11:34.199Z,"9km W of Progreso, B.C., MX",earthquake,0.8,1.15,0.264,15,reviewed,ci,ci
2016-06-13T08:57:49.440Z,38.807,-122.8186667,2.62,1.96,md,55,73,0.008422,0.05,nc,nc72650906,2016-06-15T02:46:02.703Z,"6km WNW of The Geysers, California",earthquake,0.14,0.19,0.308,23,reviewed,nc,nc
2016-06-13T08:51:53.000Z,51.5008,-177.5583,36.2,1.7,ml,,,,0.26,ak,ak13643942,2016-06-17T01:03:15.363Z,"58km SE of Tanaga Volcano, Alaska",earthquake,1.6,1.1,,,reviewed,ak,ak
2016-06-13T08:43:41.011Z,37.2973,-117.5943,8,1,ml,24,73.48,0.077,0.1529,nn,nn00547806,2016-06-14T02:35:56.004Z,"55km SW of Goldfield, Nevada",earthquake,,1.3,0.59,11,reviewed,nn,nn
2016-06-13T08:33:25.470Z,38.8396667,-122.8381667,2.41,1.67,md,47,63,0.002353,0.05,nc,nc72650901,2016-06-15T01:37:02.516Z,"9km NW of The Geysers, California",earthquake,0.12,0.18,0.133,14,reviewed,nc,nc
2016-06-13T08:29:10.000Z,60.3235,-152.3287,84,1.1,ml,,,,0.26,ak,ak13653790,2016-06-17T01:03:33.873Z,"29km SE of Redoubt Volcano, Alaska",earthquake,1.8,0.8,,,reviewed,ak,ak
2016-06-13T08:09:40.000Z,51.4875,-177.5496,32.9,2.1,ml,,,,0.36,ak,ak13643941,2016-06-17T01:03:17.241Z,"60km SE of Tanaga Volcano, Alaska",earthquake,1.2,1,,,reviewed,ak,ak
2016-06-13T07:57:05.000Z,54.428,-161.6135,19.5,2.2,ml,,,,0.77,ak,ak13653788,2016-06-17T01:03:09.183Z,"110km SE of Cold Bay, Alaska",earthquake,2.9,1.5,,,reviewed,ak,ak
2016-06-13T07:56:44.920Z,33.4711667,-116.486,11.13,2.36,ml,104,18,0.07248,0.18,ci,ci37385215,2016-06-13T15:39:09.525Z,"20km ESE of Anza, CA",earthquake,0.11,0.29,0.146,126,reviewed,ci,ci
2016-06-13T07:53:35.940Z,38.8243332,-122.8083344,2.69,1.01,md,24,55,0.00165,0.02,nc,nc72650891,2016-06-13T09:07:04.258Z,"6km NW of The Geysers, California",earthquake,0.22,0.44,,6,automatic,nc,nc
2016-06-13T07:49:54.000Z,59.9397,-153.2267,125.1,1.5,ml,,,,0.24,ak,ak13653787,2016-06-17T01:03:08.535Z,"66km SSW of Redoubt Volcano, Alaska",earthquake,1.4,1.1,,,reviewed,ak,ak
2016-06-13T07:42:16.000Z,63.2249,-150.6887,132.8,1.1,ml,,,,0.26,ak,ak13653786,2016-06-17T01:03:33.159Z,"89km WSW of Cantwell, Alaska",earthquake,1.5,1.8,,,reviewed,ak,ak
2016-06-13T07:41:47.140Z,32.9523333,-115.58,3.01,1.43,ml,18,87,0.08571,0.24,ci,ci37385199,2016-06-13T23:19:18.033Z,"6km WSW of Brawley, CA",earthquake,0.35,0.68,0.185,22,reviewed,ci,ci
2016-06-13T07:24:35.000Z,53.3325,-167.9845,84.7,1.7,ml,,,,0.16,ak,ak13653785,2016-06-17T01:03:07.843Z,"73km NE of Nikolski, Alaska",earthquake,6.1,0.8,,,reviewed,ak,ak
2016-06-13T07:15:10.000Z,61.2632,-152.1086,1,1.5,ml,,,,0.7,ak,ak13643939,2016-06-17T22:34:43.188Z,"77km NW of Nikiski, Alaska",earthquake,0.3,,,,reviewed,ak,ak
2016-06-13T07:08:08.100Z,33.8168333,-118.534,14.31,2.34,ml,63,81,0.1306,0.2,ci,ci37385175,2016-06-13T20:01:38.078Z,"13km WSW of Hermosa Beach, CA",earthquake,0.27,0.47,0.183,110,reviewed,ci,ci
2016-06-13T07:00:09.000Z,59.554,-152.8751,83.5,1.4,ml,,,,0.48,ak,ak13653783,2016-06-17T01:03:07.152Z,"63km WSW of Anchor Point, Alaska",earthquake,0.7,0.9,,,reviewed,ak,ak
2016-06-13T06:52:28.000Z,54.3787,-163.4862,54.7,2,ml,,,,0.31,ak,ak13653782,2016-06-17T01:03:06.104Z,"52km S of False Pass, Alaska",earthquake,3,1.8,,,reviewed,ak,ak
2016-06-13T06:48:40.000Z,59.8839,-152.1755,79.4,1.3,ml,,,,0.42,ak,ak13653781,2016-06-17T01:03:32.316Z,"22km WNW of Anchor Point, Alaska",earthquake,0.8,0.5,,,reviewed,ak,ak
2016-06-13T06:47:15.400Z,19.523,-65.299,60,3,Md,9,284.4,1.20913237,0.28,pr,pr16165004,2016-06-13T08:01:00.499Z,"133km NNE of Vieques, Puerto Rico",earthquake,4.4,13.1,0,6,reviewed,pr,pr
2016-06-13T06:35:39.000Z,61.2099,-152.2407,118,1.6,ml,,,,0.36,ak,ak13653779,2016-06-17T01:03:04.279Z,"77km NW of Nikiski, Alaska",earthquake,0.8,0.6,,,reviewed,ak,ak
2016-06-13T06:30:14.930Z,41.8671,-119.6353,9.5,1.1,ml,5,222.06,0.147,0.1324,nn,nn00547850,2016-06-14T02:36:27.933Z,"68km ESE of Lakeview, Oregon",earthquake,,3.5,0.26,4,reviewed,nn,nn
2016-06-13T06:12:55.380Z,38.818,-122.7615,2.32,1.2,md,40,40,0.01408,0.05,nc,nc72650856,2016-06-15T01:10:04.436Z,"3km W of Cobb, California",earthquake,0.14,0.21,0.123,11,reviewed,nc,nc
2016-06-13T06:10:40.110Z,34.3415,-116.8525,1.39,1.53,ml,58,59,0.02172,0.16,ci,ci37385119,2016-06-18T00:12:34.500Z,"9km N of Big Bear City, CA",earthquake,0.18,0.27,0.1,22,reviewed,ci,ci
2016-06-13T06:10:22.350Z,19.341,-155.18,6.172,1.49,md,36,78,0.03956,0.11,hv,hv61296261,2016-06-13T20:01:23.190Z,"11km SSE of Volcano, Hawaii",earthquake,0.36,0.66,0.048,13,reviewed,hv,hv
2016-06-13T06:05:18.480Z,33.4696667,-116.4238333,12.1,1.22,ml,43,87,0.05361,0.2,ci,ci37385103,2016-06-14T17:13:43.800Z,"24km SSW of La Quinta, CA",earthquake,0.26,0.57,0.145,26,reviewed,ci,ci
2016-06-13T06:04:48.450Z,38.8316667,-122.8113333,1.93,1.44,md,31,41,0.008318,0.02,nc,nc72650851,2016-06-14T02:57:03.333Z,"7km W of Cobb, California",earthquake,0.17,0.33,0.113,7,reviewed,nc,nc
2016-06-13T06:03:47.000Z,60.1807,-152.5806,98.6,1.4,ml,,,,0.32,ak,ak13643760,2016-06-17T01:03:25.946Z,"35km SSE of Redoubt Volcano, Alaska",earthquake,0.6,0.6,,,reviewed,ak,ak
2016-06-13T05:58:56.000Z,60.0879,-152.329,94.2,1.2,ml,,,,0.44,ak,ak13653776,2016-06-17T01:03:31.642Z,"44km NW of Anchor Point, Alaska",earthquake,0.8,0.7,,,reviewed,ak,ak
2016-06-13T05:58:00.650Z,33.467,-116.4225,10.69,1.19,ml,48,87,0.05631,0.2,ci,ci37385095,2016-06-14T17:14:05.970Z,"24km N of Borrego Springs, CA",earthquake,0.26,0.53,0.139,26,reviewed,ci,ci
2016-06-13T05:57:23.000Z,51.2697,-177.7885,21,1.5,ml,,,,0.24,ak,ak13653775,2016-06-17T01:03:02.642Z,"72km SSE of Tanaga Volcano, Alaska",earthquake,1.2,1,,,reviewed,ak,ak
2016-06-13T05:48:53.620Z,33.5988333,-116.8141667,12.98,1.04,ml,35,59,0.04188,0.16,ci,ci37385079,2016-06-14T17:14:17.130Z,"14km WNW of Anza, CA",earthquake,0.26,0.43,0.256,29,reviewed,ci,ci
2016-06-13T05:47:29.030Z,35.004,-118.4878333,8.42,1.71,ml,36,53,0.1208,0.19,ci,ci37385071,2016-06-14T17:14:32.790Z,"15km SSW of Tehachapi, CA",earthquake,0.23,0.82,0.233,27,reviewed,ci,ci
2016-06-13T05:45:12.600Z,18.3355,-64.502,152,2.5,Md,4,342,0.25601986,0.2,pr,pr16165003,2016-06-13T07:58:53.441Z,"15km SE of Road Town, British Virgin Islands",earthquake,10.8,1.5,0,4,reviewed,pr,pr
2016-06-13T05:42:49.000Z,18.5911,-64.3545,1,1.9,Md,3,342,0.47161552,0.33,pr,pr16165002,2016-06-13T07:57:22.170Z,"33km NE of Road Town, British Virgin Islands",earthquake,5.8,31.6,0,2,reviewed,pr,pr
2016-06-13T05:31:48.200Z,19.0597,-64.9931,6,2.3,Md,3,309.6,0.75368652,0.28,pr,pr16165001,2016-06-13T07:55:46.911Z,"79km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,15.8,14.3,0,2,reviewed,pr,pr
2016-06-13T05:01:11.300Z,38.829,-122.8026667,2.26,1.16,md,42,45,0.00805,0.05,nc,nc72650821,2016-06-15T00:44:05.608Z,"6km W of Cobb, California",earthquake,0.13,0.21,0.188,12,reviewed,nc,nc
2016-06-13T04:45:08.380Z,32.9641667,-115.567,11.89,2.71,ml,37,69,0.07494,0.24,ci,ci37384999,2016-06-13T15:21:18.847Z,"4km WSW of Brawley, CA",earthquake,0.24,0.44,0.161,82,reviewed,ci,ci
2016-06-13T04:33:14.110Z,33.4745,-116.4171667,7.91,1.08,ml,35,114,0.04929,0.19,ci,ci37384991,2016-06-14T17:14:10.328Z,"23km SSW of La Quinta, CA",earthquake,0.25,0.73,0.179,26,reviewed,ci,ci
2016-06-13T04:32:22.000Z,59.6742,-152.1958,67.1,1.8,ml,,,,0.31,ak,ak13643745,2016-06-17T01:02:37.369Z,"23km WSW of Anchor Point, Alaska",earthquake,0.4,0.6,,,reviewed,ak,ak
2016-06-13T04:27:04.000Z,26.9313,130.3094,10,5.3,mb,,107,1.821,0.9,us,us2000641i,2016-06-13T04:48:44.406Z,"178km SSE of Naze, Japan",earthquake,8.1,1.9,0.034,298,reviewed,us,us
2016-06-13T04:21:43.540Z,27.0393,130.2184,10,5.7,mb,,26,1.748,1,us,us2000641d,2016-06-14T15:05:28.000Z,"163km SSE of Naze, Japan",earthquake,7.1,1.8,0.029,432,reviewed,us,us
2016-06-13T04:18:59.900Z,38.7635,-122.7388333,1.92,2.49,md,73,39,0.01109,0.07,nc,nc72650791,2016-06-16T19:33:03.419Z,"2km SE of The Geysers, California",earthquake,0.1,0.16,0.177,68,reviewed,nc,nc
2016-06-13T04:17:18.620Z,33.4783333,-116.4186667,9.22,1.44,ml,41,88,0.04533,0.21,ci,ci37384959,2016-06-14T17:16:18.021Z,"23km SSW of La Quinta, CA",earthquake,0.26,0.5,0.174,25,reviewed,ci,ci
2016-06-13T04:09:18.670Z,19.3866667,-155.279,2.592,2.53,ml,38,44,0.002566,0.06,hv,hv61296216,2016-06-13T21:22:17.584Z,"6km SW of Volcano, Hawaii",earthquake,0.15,0.14,0.195,17,reviewed,hv,hv
2016-06-13T04:07:41.000Z,51.923,-175.9678,123.6,1.9,ml,,,,0.55,ak,ak13653773,2016-06-17T01:03:30.841Z,"47km E of Adak, Alaska",earthquake,10.9,0.9,,,reviewed,ak,ak
2016-06-13T04:06:46.180Z,32.9625,-115.5673333,5.28,2.13,ml,23,84,0.07654,0.25,ci,ci37384943,2016-06-13T04:10:37.459Z,"4km WSW of Brawley, CA",earthquake,0.4,1.12,0.177,28,automatic,ci,ci
2016-06-13T04:05:47.390Z,32.9643333,-115.5715,8.02,1.68,ml,26,67,0.07424,0.25,ci,ci37384935,2016-06-17T02:43:19.736Z,"4km WSW of Brawley, CA",earthquake,0.33,0.81,0.153,44,reviewed,ci,ci
2016-06-13T04:00:49.070Z,-20.9281,-178.6964,598.43,4.7,mb,,115,4.409,0.88,us,us2000641a,2016-06-13T04:24:56.780Z,"30km S of Ndoi Island, Fiji",earthquake,13.3,7.4,0.077,51,reviewed,us,us
2016-06-13T03:43:27.670Z,33.4793333,-116.4461667,12.49,1.36,ml,48,61,0.04716,0.19,ci,ci37384919,2016-06-14T17:16:24.820Z,"23km ESE of Anza, CA",earthquake,0.23,0.43,0.145,26,reviewed,ci,ci
2016-06-13T03:37:45.260Z,19.3856667,-155.2785,2.692,2.52,ml,37,63,0.003155,0.07,hv,hv61296196,2016-06-21T01:36:59.040Z,"6km SW of Volcano, Hawaii",earthquake,0.17,0.16,0.219,18,reviewed,hv,hv
2016-06-13T03:31:07.000Z,61.359,-150.5597,53.2,1,ml,,,,0.5,ak,ak13643565,2016-06-17T22:34:41.414Z,"37km WSW of Big Lake, Alaska",earthquake,0.4,0.6,,,reviewed,ak,ak
2016-06-13T03:01:12.270Z,-34.0919,-112.2504,10,4.4,mb,,99,7.382,1.16,us,us200065hv,2016-06-21T01:33:27.157Z,"Southern East Pacific Rise",earthquake,12.4,1.8,0.218,6,reviewed,us,us
2016-06-13T02:36:39.000Z,62.9168,-148.7348,10.9,1,ml,,,,0.77,ak,ak13643562,2016-06-17T01:02:38.865Z,"54km SSE of Cantwell, Alaska",earthquake,0.3,0.1,,,reviewed,ak,ak
2016-06-13T02:27:39.420Z,33.578,-116.6056667,12.25,1.7,ml,70,32,0.02366,0.13,ci,ci37384839,2016-06-15T18:59:31.440Z,"7km ENE of Anza, CA",earthquake,0.11,0.21,0.149,57,reviewed,ci,ci
2016-06-13T01:56:05.000Z,60.8633,-150.1782,39.9,1.9,ml,,,,0.48,ak,ak13643388,2016-06-17T22:34:43.946Z,"42km SSW of Anchorage, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-13T01:52:40.000Z,61.3614,-145.8776,26.7,1.6,ml,,,,0.56,ak,ak13643384,2016-06-17T22:34:29.295Z,"36km NE of Valdez, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-13T01:51:18.450Z,11.9543,-88.7075,10,4.5,mb,,140,1.779,1.07,us,us20006411,2016-06-21T01:02:36.270Z,"148km S of Puerto El Triunfo, El Salvador",earthquake,6.9,1.9,0.039,189,reviewed,us,us
2016-06-13T01:32:01.000Z,62.1844,-153.3537,1.1,1.2,ml,,,,0.54,ak,ak13643381,2016-06-17T01:02:39.573Z,"143km SE of McGrath, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-06-13T01:20:49.390Z,5.6191,120.4673,14.49,4.3,mb,,126,2.009,0.76,us,us200065hu,2016-06-21T00:38:10.000Z,"32km NNE of Tumbagaan, Philippines",earthquake,10.1,5.7,0.266,4,reviewed,us,us
2016-06-13T01:13:40.000Z,59.9432,-152.9658,105.4,1.4,ml,,,,0.37,ak,ak13656170,2016-06-17T22:34:37.399Z,"61km SSW of Redoubt Volcano, Alaska",earthquake,0.6,0.5,,,reviewed,ak,ak
2016-06-13T01:05:05.931Z,36.3813,-117.4323,3.3,1,ml,14,216.39,0.292,0.0752,nn,nn00547790,2016-06-14T02:35:40.771Z,"61km ESE of Lone Pine, California",earthquake,,5,0.44,9,reviewed,nn,nn
2016-06-13T00:59:39.890Z,-4.4284,-104.8111,10,5.7,mww,,84,14.98,0.88,us,us2000640t,2016-06-21T03:54:58.040Z,"Central East Pacific Rise",earthquake,11.1,1.8,,,reviewed,us,us
2016-06-13T00:53:36.570Z,-34.9723,-111.9138,10,4.8,mb,,50,8.071,0.72,us,us200065ht,2016-06-21T05:40:37.587Z,"Southern East Pacific Rise",earthquake,6.3,1.8,0.054,104,reviewed,us,us
2016-06-13T00:32:55.000Z,61.5475,-146.666,26.8,1.1,ml,,,,0.45,ak,ak13643206,2016-06-17T22:34:31.252Z,"49km NNW of Valdez, Alaska",earthquake,0.3,0.8,,,reviewed,ak,ak
2016-06-13T00:27:18.000Z,59.9952,-150.2599,45.5,1.4,ml,,,,0.57,ak,ak13643205,2016-06-17T01:03:24.381Z,"47km WSW of Seward, Alaska",earthquake,0.5,0.6,,,reviewed,ak,ak
2016-06-13T00:18:40.000Z,18.0865,-66.9038,4,1.8,Md,3,288,0.17696811,0.18,pr,pr16165000,2016-06-13T04:27:44.744Z,"5km N of Lluveras, Puerto Rico",earthquake,1.4,12.5,0,2,reviewed,pr,pr
2016-06-13T00:06:38.000Z,51.3835,-176.8975,33.8,1.9,ml,,,,0.26,ak,ak13643201,2016-06-17T01:03:18.548Z,"57km SSW of Adak, Alaska",earthquake,1.3,1.7,,,reviewed,ak,ak
2016-06-12T23:54:37.330Z,33.458,-116.455,13.03,1.11,ml,36,85,0.06967,0.14,ci,ci37384711,2016-06-17T15:40:22.277Z,"23km ESE of Anza, CA",earthquake,0.21,0.39,0.182,31,reviewed,ci,ci
2016-06-12T23:43:37.200Z,18.6998,-64.2236,37,2.2,Md,4,345.6,0.63600722,0.07,pr,pr16164011,2016-06-13T04:26:44.509Z,"51km NE of Road Town, British Virgin Islands",earthquake,4.1,4,0,3,reviewed,pr,pr
2016-06-12T23:38:04.000Z,51.4294,-178.2755,43,1.6,ml,8,255.599979552002,,0.27,ak,ak13654559,2016-06-17T18:41:05.361Z,"51km S of Tanaga Volcano, Alaska",earthquake,3.6,2.6,,,reviewed,ak,ak
2016-06-12T23:33:57.860Z,38.7808342,-122.731163,1.24,1,md,14,73,0.004965,0.03,nc,nc72650691,2016-06-13T01:07:03.151Z,"2km E of The Geysers, California",earthquake,0.21,0.37,0.1,6,automatic,nc,nc
2016-06-12T23:33:56.680Z,34.3408333,-116.8525,1.53,1.17,ml,43,69,0.02192,0.15,ci,ci37384687,2016-06-13T23:45:46.082Z,"9km N of Big Bear City, CA",earthquake,0.16,0.24,0.102,31,reviewed,ci,ci
2016-06-12T23:26:23.000Z,60.0666,-152.7613,98.2,1.4,ml,8,75.5999939520005,,0.2,ak,ak13654558,2016-06-17T06:22:08.972Z,"46km S of Redoubt Volcano, Alaska",earthquake,1.2,0.9,,,reviewed,ak,ak
2016-06-12T23:24:41.650Z,33.4745,-116.4876667,10.56,1.33,ml,43,52,0.07113,0.2,ci,ci37384671,2016-06-14T17:19:27.100Z,"19km ESE of Anza, CA",earthquake,0.24,0.5,0.148,24,reviewed,ci,ci
2016-06-12T23:19:27.480Z,33.4685,-116.4366667,11.76,2.9,ml,75,24,0.05552,0.17,ci,ci37384655,2016-06-13T14:51:23.543Z,"24km ESE of Anza, CA",earthquake,0.13,0.33,0.166,163,reviewed,ci,ci
2016-06-12T23:00:03.290Z,33.479,-116.4405,9.54,1.01,ml,38,79,0.04598,0.26,ci,ci37384623,2016-06-14T17:18:09.168Z,"23km ESE of Anza, CA",earthquake,0.35,0.65,0.097,26,reviewed,ci,ci
2016-06-12T22:38:34.874Z,36.8552,-116.7603,4.9,1,ml,26,66.18,0.124,0.1404,nn,nn00547781,2016-06-12T23:23:23.767Z,"5km S of Beatty, Nevada",earthquake,,2,0.28,15,reviewed,nn,nn
2016-06-12T22:16:25.000Z,62.7871,-151.4216,99.3,1.4,ml,,,,0.56,ak,ak13643195,2016-06-17T06:21:29.617Z,"84km NW of Talkeetna, Alaska",earthquake,0.5,0.8,,,reviewed,ak,ak
2016-06-12T22:11:41.840Z,19.3811667,-155.2796667,2.562,2.42,ml,39,46,0.005677,0.09,hv,hv61295701,2016-06-13T22:36:31.680Z,"7km SW of Volcano, Hawaii",earthquake,0.16,0.16,0.191,19,reviewed,hv,hv
2016-06-12T22:08:01.750Z,33.307,-116.2981667,10.4,1.6,ml,53,38,0.1069,0.24,ci,ci37384567,2016-06-14T17:19:06.977Z,"9km NE of Borrego Springs, CA",earthquake,0.23,0.56,0.192,26,reviewed,ci,ci
2016-06-12T21:56:02.000Z,62.7752,-149.4756,70,1.2,ml,,,,0.45,ak,ak13643194,2016-06-17T06:22:21.813Z,"59km NNE of Talkeetna, Alaska",earthquake,0.5,0.7,,,reviewed,ak,ak
2016-06-12T21:28:35.900Z,37.4695,-118.573,11.24,1.79,md,30,62,0.05716,0.06,nc,nc72650646,2016-06-13T19:41:03.713Z,"15km NW of West Bishop, California",earthquake,0.18,0.53,0.214,26,reviewed,nc,nc
2016-06-12T21:01:57.000Z,60.2164,-152.6421,104.9,1.1,ml,13,50.3999959680003,,0.3,ak,ak13654551,2016-06-17T18:41:04.689Z,"30km S of Redoubt Volcano, Alaska",earthquake,1.1,0.7,,,reviewed,ak,ak
2016-06-12T20:46:15.800Z,19.3493,-65.1266,25,3.2,Md,10,291.6,1.0052148,0.23,pr,pr16164010,2016-06-13T00:02:59.053Z,"113km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.3,20.9,0,8,reviewed,pr,pr
2016-06-12T20:37:46.100Z,38.493,-122.5601667,9.59,2.64,md,95,32,0.06263,0.14,nc,nc72650641,2016-06-15T03:57:03.900Z,"7km W of Saint Helena, California",earthquake,0.17,0.37,0.169,63,reviewed,nc,nc
2016-06-12T20:35:21.010Z,-4.0298,142.9047,121.02,4.2,mb,,165,10.693,0.57,us,us200063zk,2016-06-12T20:52:01.140Z,"23km NNE of Ambunti, Papua New Guinea",earthquake,15.5,9.6,0.132,16,reviewed,us,us
2016-06-12T20:07:49.000Z,60.9683,-152.4132,127.5,1.2,ml,6,194.399984448001,,0.46,ak,ak13654548,2016-06-17T18:41:03.369Z,"56km NNE of Redoubt Volcano, Alaska",earthquake,2.1,1.4,,,reviewed,ak,ak
2016-06-12T19:59:40.000Z,61.1943,-152.3623,131.1,2.7,ml,,,,0.47,ak,ak13642914,2016-06-17T06:22:58.566Z,"80km NW of Nikiski, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
